Rule ID,IF (Antecedents),THEN (Consequents),Support,Confidence,Confidence (%),Lift
1566,"Age_Age_28_34, Diabetes_No, Smoking_No",Heart Rate_HR_Normal,0.2128,0.7415,74.15%,0.9993
1567,"Diabetes_No, Gender_Male, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.2113,0.6162,61.62%,0.9993
1568,"BMI_BMI_Underweight, Cholesterol_Chol_Normal",Diabetes_No,0.1546,0.8905,89.05%,0.9993
1569,Gender_Male,Smoking_No,0.3915,0.7911,79.11%,0.9993
1570,"Cholesterol_Chol_Borderline, Gender_Male",Diabetes_No,0.135,0.8905,89.05%,0.9993
1571,"BMI_BMI_Overweight, Diabetes_No, Smoking_No",Heart Rate_HR_Normal,0.1028,0.7415,74.15%,0.9993
1572,"Blood Type_B, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1018,0.5136,51.36%,0.9993
1573,"Age_Age_28_34, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.189,0.5938,59.38%,0.9993
1574,Heart Rate_HR_Normal,"Diabetes_No, Temperature_Temp_Normal",0.5139,0.6926,69.26%,0.9993
1575,"Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.5139,0.7415,74.15%,0.9993
1576,"Age_Age_18_22, Blood Pressure_BP_Normal, Heart Rate_HR_Normal",Smoking_No,0.1012,0.7911,79.11%,0.9993
1577,"Age_Age_18_22, Cholesterol_Chol_Normal, Diabetes_No",Temperature_Temp_Normal,0.1254,0.7778,77.78%,0.9993
1578,Cholesterol_Chol_Normal,"Smoking_No, Temperature_Temp_Normal",0.3797,0.6157,61.57%,0.9993
1579,"Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.3797,0.6162,61.62%,0.9993
1580,"Cholesterol_Chol_Borderline, Diabetes_No, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1236,0.5768,57.68%,0.9993
1581,"Heart Rate_HR_Normal, Height_Height_180_190","Diabetes_No, Temperature_Temp_Normal",0.1008,0.6926,69.26%,0.9993
1582,BMI_BMI_Normal,Blood Pressure_BP_Normal,0.1972,0.5938,59.38%,0.9993
1583,"Blood Type_O, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1456,0.7415,74.15%,0.9993
1584,Heart Rate_HR_Normal,Cholesterol_Chol_Normal,0.4572,0.6162,61.62%,0.9993
1585,Cholesterol_Chol_Normal,Heart Rate_HR_Normal,0.4572,0.7415,74.15%,0.9993
1586,"Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.2816,0.6162,61.62%,0.9993
1587,"Age_Age_28_34, Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Smoking_No",Diabetes_No,0.1047,0.8905,89.05%,0.9993
1588,"Gender_Male, Heart Rate_HR_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.202,0.5495,54.95%,0.9993
1589,"Gender_Male, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.2548,0.6609,66.09%,0.9993
1590,"Cholesterol_Chol_Normal, Gender_Female, Smoking_No",Heart Rate_HR_Normal,0.1798,0.7415,74.15%,0.9993
1591,"Blood Type_A, Smoking_No",Diabetes_No,0.1732,0.8905,89.05%,0.9993
1592,"Age_Age_18_22, Cholesterol_Chol_Normal, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1041,0.7415,74.15%,0.9993
1593,"Cholesterol_Chol_Normal, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.254,0.5286,52.86%,0.9992
1594,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline, Heart Rate_HR_Normal",Diabetes_No,0.1201,0.8904,89.04%,0.9992
1595,Heart Rate_HR_High,"Diabetes_No, Smoking_No",0.1573,0.705,70.5%,0.9992
1596,"BMI_BMI_Underweight, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.1535,0.705,70.5%,0.9992
1597,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1512,0.5767,57.67%,0.9992
1598,"Cholesterol_Chol_Borderline, Smoking_No",Diabetes_No,0.2144,0.8904,89.04%,0.9992
1599,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male, Smoking_No",Temperature_Temp_Normal,0.1605,0.7778,77.78%,0.9992
1600,"Blood Pressure_BP_Normal, Gender_Female, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1195,0.5135,51.35%,0.9992
1601,BMI_BMI_Obese,"Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1046,0.5767,57.67%,0.9992
1602,Temperature_Temp_Normal,Diabetes_No,0.6931,0.8904,89.04%,0.9992
1603,Diabetes_No,Temperature_Temp_Normal,0.6931,0.7778,77.78%,0.9992
1604,"Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.2512,0.6157,61.57%,0.9992
1605,"Blood Pressure_BP_Elevated, Diabetes_No",Smoking_No,0.1394,0.791,79.1%,0.9992
1606,"Cholesterol_Chol_Normal, Gender_Female",Smoking_No,0.2425,0.791,79.1%,0.9992
1607,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline",Diabetes_No,0.1612,0.8904,89.04%,0.9992
1608,"Age_Age_28_34, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.2353,0.7778,77.78%,0.9992
1609,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.1876,0.6925,69.25%,0.9992
1610,Diabetes_No,"Heart Rate_HR_Normal, Temperature_Temp_Normal",0.5139,0.5767,57.67%,0.9992
1611,"Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.5139,0.8904,89.04%,0.9992
1612,Blood Type_A,Temperature_Temp_Normal,0.1901,0.7778,77.78%,0.9992
1613,"Age_Age_18_22, Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1186,0.7778,77.78%,0.9992
1614,"Age_Age_28_34, Cholesterol_Chol_Normal, Heart Rate_HR_Normal",Smoking_No,0.1472,0.791,79.1%,0.9992
1615,Cholesterol_Chol_Normal,"Blood Pressure_BP_Normal, Diabetes_No",0.3259,0.5286,52.86%,0.9992
1616,"Blood Pressure_BP_Normal, Diabetes_No",Cholesterol_Chol_Normal,0.3259,0.6161,61.61%,0.9992
1617,"Blood Pressure_BP_Elevated, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1086,0.8904,89.04%,0.9992
1618,"Cholesterol_Chol_Borderline, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1667,0.6925,69.25%,0.9992
1619,"Blood Type_O, Diabetes_No",Blood Pressure_BP_Normal,0.1329,0.5937,59.37%,0.9992
1620,"Age_Age_28_34, Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1241,0.5937,59.37%,0.9992
1621,"Blood Type_AB, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1249,0.6608,66.08%,0.9992
1622,"Blood Type_B, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1287,0.6608,66.08%,0.9992
1623,"Cholesterol_Chol_Borderline, Heart Rate_HR_Normal",Diabetes_No,0.2011,0.8904,89.04%,0.9992
1624,"Cholesterol_Chol_Borderline, Diabetes_No, Smoking_No",Temperature_Temp_Normal,0.1667,0.7777,77.77%,0.9991
1625,Heart Rate_HR_High,Diabetes_No,0.1987,0.8904,89.04%,0.9991
1626,Cholesterol_Chol_Borderline,"Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1755,0.5767,57.67%,0.9991
1627,"Heart Rate_HR_High, Smoking_No",Diabetes_No,0.1573,0.8903,89.03%,0.9991
1628,"Diabetes_No, Heart Rate_HR_Normal",Blood Pressure_BP_Normal,0.3927,0.5937,59.37%,0.9991
1629,Blood Pressure_BP_Normal,"Diabetes_No, Heart Rate_HR_Normal",0.3927,0.6608,66.08%,0.9991
1630,"Age_Age_28_34, Blood Pressure_BP_Normal, Gender_Male",Diabetes_No,0.1073,0.8903,89.03%,0.9991
1631,"Gender_Male, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.2264,0.6156,61.56%,0.9991
1632,"Age_Age_28_34, Diabetes_No",Cholesterol_Chol_Normal,0.2244,0.6161,61.61%,0.9991
1633,Smoking_Yes,"Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1019,0.5135,51.35%,0.9991
1634,BMI_BMI_Underweight,Blood Pressure_BP_Normal,0.1667,0.5937,59.37%,0.9991
1635,"Diabetes_No, Gender_Male",Temperature_Temp_Normal,0.3429,0.7777,77.77%,0.9991
1636,"Age_Age_28_34, Smoking_No","Blood Pressure_BP_Normal, Diabetes_No",0.1703,0.5285,52.85%,0.9991
1637,"Blood Type_B, Heart Rate_HR_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1023,0.5494,54.94%,0.9991
1638,"Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.4071,0.6608,66.08%,0.9991
1639,"Diabetes_No, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.4071,0.6156,61.56%,0.9991
1640,"Blood Type_B, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1309,0.6608,66.08%,0.9991
1641,"Heart Rate_HR_High, Temperature_Temp_Normal",Diabetes_No,0.1549,0.8903,89.03%,0.9991
1642,"Cholesterol_Chol_Normal, Gender_Female","Diabetes_No, Smoking_No",0.2161,0.7049,70.49%,0.9991
1643,"Blood Pressure_BP_Normal, Gender_Female, Smoking_No",Temperature_Temp_Normal,0.181,0.7777,77.77%,0.9991
1644,Cholesterol_Chol_Borderline,Smoking_No,0.2408,0.791,79.1%,0.9991
1645,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Smoking_No",Temperature_Temp_Normal,0.225,0.7777,77.77%,0.9991
1646,"Heart Rate_HR_Normal, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.3171,0.5494,54.94%,0.9991
1647,"Cholesterol_Chol_Normal, Diabetes_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.3171,0.5767,57.67%,0.9991
1648,"Blood Pressure_BP_Normal, Smoking_No",Diabetes_No,0.4184,0.8903,89.03%,0.9991
1649,"Age_Age_28_34, Diabetes_No, Gender_Male",Heart Rate_HR_Normal,0.1345,0.7413,74.13%,0.9991
1650,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Smoking_No",Diabetes_No,0.2576,0.8903,89.03%,0.9991
1651,"Blood Type_B, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1144,0.7777,77.77%,0.9991
1652,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Female",Smoking_No,0.2161,0.7909,79.09%,0.9991
1653,Gender_Female,"Diabetes_No, Heart Rate_HR_Normal",0.3274,0.6608,66.08%,0.9991
1654,"Age_Age_28_34, Diabetes_No, Gender_Female",Cholesterol_Chol_Normal,0.1106,0.6161,61.61%,0.9991
1655,"Blood Type_B, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1309,0.8903,89.03%,0.9991
1656,"Diabetes_No, Gender_Female",Blood Pressure_BP_Normal,0.2622,0.5937,59.37%,0.9991
1657,"Age_Age_23_27, Gender_Female",Temperature_Temp_Normal,0.1121,0.7777,77.77%,0.9991
1658,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.191,0.7049,70.49%,0.9991
1659,"Cholesterol_Chol_Normal, Diabetes_No, Smoking_No",Temperature_Temp_Normal,0.3385,0.7777,77.77%,0.9991
1660,"Cholesterol_Chol_Borderline, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1667,0.8903,89.03%,0.999
1661,Blood Pressure_BP_Normal,Diabetes_No,0.529,0.8903,89.03%,0.999
1662,Diabetes_No,Blood Pressure_BP_Normal,0.529,0.5936,59.36%,0.999
1663,"Age_Age_28_34, Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1288,0.7777,77.77%,0.999
1664,Gender_Female,"Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.2544,0.5134,51.34%,0.999
1665,"Cholesterol_Chol_Normal, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.3385,0.6156,61.56%,0.999
1666,"Smoking_No, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.3385,0.5493,54.93%,0.999
1667,"Gender_Female, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1195,0.5285,52.85%,0.999
1668,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.1017,0.8903,89.03%,0.999
1669,"Age_Age_23_27, Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1498,0.7776,77.76%,0.999
1670,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No, Smoking_No",Heart Rate_HR_Normal,0.191,0.7413,74.13%,0.999
1671,"Gender_Female, Heart Rate_HR_Normal, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1568,0.5493,54.93%,0.999
1672,Smoking_No,"Blood Pressure_BP_Normal, Diabetes_No",0.4184,0.5285,52.85%,0.999
1673,"Blood Pressure_BP_Normal, Diabetes_No",Smoking_No,0.4184,0.7909,79.09%,0.999
1674,"Age_Age_28_34, Cholesterol_Chol_Normal, Smoking_No",Diabetes_No,0.1769,0.8902,89.02%,0.999
1675,"BMI_BMI_Normal, Blood Pressure_BP_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1303,0.6607,66.07%,0.999
1676,"Age_Age_18_22, Gender_Male",Diabetes_No,0.1273,0.8902,89.02%,0.999
1677,"Diabetes_No, Height_Height_150_160","Smoking_No, Temperature_Temp_Normal",0.109,0.6155,61.55%,0.999
1678,"Height_Height_180_190, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1076,0.6924,69.24%,0.999
1679,"Smoking_Yes, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1147,0.7413,74.13%,0.999
1680,"BMI_BMI_Normal, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1919,0.7776,77.76%,0.999
1681,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Male, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1571,0.7776,77.76%,0.999
1682,"Gender_Male, Temperature_Temp_Normal",Smoking_No,0.3049,0.7909,79.09%,0.999
1683,"Age_Age_18_22, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.1327,0.5872,58.72%,0.999
1684,"BMI_BMI_Underweight, Heart Rate_HR_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1139,0.5493,54.93%,0.999
1685,Weight_Weight_40_50,"Diabetes_No, Smoking_No",0.1159,0.7048,70.48%,0.999
1686,"Blood Type_B, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.1144,0.5872,58.72%,0.999
1687,"Blood Pressure_BP_Normal, Gender_Female","Diabetes_No, Heart Rate_HR_Normal",0.1941,0.6607,66.07%,0.999
1688,BMI_BMI_Overweight,Cholesterol_Chol_Normal,0.1204,0.616,61.6%,0.999
1689,Smoking_No,Blood Pressure_BP_Normal,0.4699,0.5936,59.36%,0.999
1690,Blood Pressure_BP_Normal,Smoking_No,0.4699,0.7908,79.08%,0.999
1691,"Height_Height_170_180, Temperature_Temp_Normal",Diabetes_No,0.1378,0.8902,89.02%,0.999
1692,"Age_Age_28_34, Cholesterol_Chol_Normal, Diabetes_No, Smoking_No",Heart Rate_HR_Normal,0.1311,0.7412,74.12%,0.999
1693,Blood Type_A,Diabetes_No,0.2176,0.8902,89.02%,0.999
1694,"Age_Age_28_34, Diabetes_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1679,0.5936,59.36%,0.999
1695,"Age_Age_28_34, Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1145,0.7776,77.76%,0.999
1696,"Age_Age_23_27, Gender_Male",Diabetes_No,0.1274,0.8902,89.02%,0.999
1697,Cholesterol_Chol_Borderline,"Diabetes_No, Heart Rate_HR_Normal",0.2011,0.6607,66.07%,0.999
1698,"Gender_Male, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.2264,0.5872,58.72%,0.9989
1699,Gender_Female,Heart Rate_HR_Normal,0.3672,0.7412,74.12%,0.9989
1700,"Cholesterol_Chol_Borderline, Diabetes_No",Smoking_No,0.2144,0.7908,79.08%,0.9989
1701,"Height_Height_180_190, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1026,0.6607,66.07%,0.9989
1702,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Female, Smoking_No",Temperature_Temp_Normal,0.168,0.7776,77.76%,0.9989
1703,"Height_Height_180_190, Temperature_Temp_Normal",Smoking_No,0.1209,0.7908,79.08%,0.9989
1704,"Age_Age_23_27, Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1191,0.7776,77.76%,0.9989
1705,"Blood Pressure_BP_Normal, Diabetes_No, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.2412,0.5766,57.66%,0.9989
1706,"Age_Age_28_34, Gender_Male",Temperature_Temp_Normal,0.1582,0.7776,77.76%,0.9989
1707,"Blood Pressure_BP_Normal, Diabetes_No, Smoking_No",Temperature_Temp_Normal,0.3253,0.7776,77.76%,0.9989
1708,"Age_Age_23_27, Heart Rate_HR_Normal, Smoking_No",Blood Pressure_BP_Normal,0.1019,0.5936,59.36%,0.9989
1709,"Blood Pressure_BP_Normal, Gender_Female, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1538,0.6606,66.06%,0.9989
1710,"Age_Age_28_34, Blood Pressure_BP_Normal, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1262,0.8901,89.01%,0.9989
1711,"Age_Age_28_34, BMI_BMI_Normal",Heart Rate_HR_Normal,0.1004,0.7412,74.12%,0.9989
1712,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.3103,0.8901,89.01%,0.9989
1713,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Heart Rate_HR_Normal",Diabetes_No,0.1303,0.8901,89.01%,0.9989
1714,Gender_Male,"Blood Pressure_BP_Normal, Diabetes_No",0.2615,0.5284,52.84%,0.9989
1715,Weight_Weight_40_50,"Smoking_No, Temperature_Temp_Normal",0.1012,0.6155,61.55%,0.9989
1716,"Blood Pressure_BP_Normal, Height_Height_170_180",Diabetes_No,0.1044,0.8901,89.01%,0.9989
1717,"Age_Age_28_34, Cholesterol_Chol_Normal, Heart Rate_HR_Normal",Diabetes_No,0.1657,0.8901,89.01%,0.9989
1718,Age_Age_18_22,"Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1593,0.5482,54.82%,0.9989
1719,"Gender_Male, Heart Rate_HR_Normal",Smoking_No,0.2908,0.7908,79.08%,0.9989
1720,"Temperature_Temp_Normal, Weight_Weight_50_60",Diabetes_No,0.1154,0.8901,89.01%,0.9989
1721,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.1051,0.6923,69.23%,0.9989
1722,Height_Height_160_170,"Blood Pressure_BP_Normal, Diabetes_No",0.1045,0.5284,52.84%,0.9989
1723,"Blood Pressure_BP_Normal, Blood Type_B, Temperature_Temp_Normal",Diabetes_No,0.103,0.8901,89.01%,0.9989
1724,"Heart Rate_HR_Normal, Height_Height_180_190, Temperature_Temp_Normal",Diabetes_No,0.1008,0.8901,89.01%,0.9989
1725,"Gender_Female, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1393,0.616,61.6%,0.9989
1726,"Age_Age_18_22, Blood Pressure_BP_Normal, Diabetes_No",Heart Rate_HR_Normal,0.1142,0.7412,74.12%,0.9989
1727,"Blood Type_B, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1144,0.7908,79.08%,0.9989
1728,"Blood Type_B, Diabetes_No",Smoking_No,0.1762,0.7908,79.08%,0.9989
1729,"Blood Type_B, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.1372,0.6155,61.55%,0.9989
1730,Blood Type_B,Smoking_No,0.1981,0.7908,79.08%,0.9989
1731,"Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.2512,0.6923,69.23%,0.9989
1732,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male","Heart Rate_HR_Normal, Smoking_No",0.1536,0.5871,58.71%,0.9989
1733,"Age_Age_23_27, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1191,0.6606,66.06%,0.9989
1734,"Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.3657,0.5935,59.35%,0.9989
1735,Blood Pressure_BP_Normal,"Smoking_No, Temperature_Temp_Normal",0.3657,0.6155,61.55%,0.9989
1736,"Diabetes_No, Height_Height_150_160",Cholesterol_Chol_Normal,0.1091,0.6159,61.59%,0.9989
1737,"Heart Rate_HR_Normal, Height_Height_170_180, Temperature_Temp_Normal",Diabetes_No,0.1015,0.8901,89.01%,0.9989
1738,"BMI_BMI_Normal, Blood Pressure_BP_Normal",Cholesterol_Chol_Normal,0.1215,0.6159,61.59%,0.9989
1739,"Age_Age_28_34, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1748,0.5492,54.92%,0.9989
1740,Blood Type_O,"Smoking_No, Temperature_Temp_Normal",0.1544,0.6155,61.55%,0.9989
1741,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male","Diabetes_No, Heart Rate_HR_Normal",0.1196,0.6606,66.06%,0.9988
1742,"Blood Pressure_BP_Normal, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.2412,0.5133,51.33%,0.9988
1743,"Cholesterol_Chol_Borderline, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1388,0.7412,74.12%,0.9988
1744,"Cholesterol_Chol_Borderline, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1388,0.5765,57.65%,0.9988
1745,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Diabetes_No",Heart Rate_HR_Normal,0.1303,0.7412,74.12%,0.9988
1746,Weight_Weight_90_100,Smoking_No,0.1307,0.7907,79.07%,0.9988
1747,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Male, Smoking_No",Temperature_Temp_Normal,0.1671,0.7775,77.75%,0.9988
1748,"Blood Type_A, Cholesterol_Chol_Normal",Temperature_Temp_Normal,0.1175,0.7775,77.75%,0.9988
1749,"Cholesterol_Chol_Normal, Gender_Female, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.1568,0.6923,69.23%,0.9988
1750,"Heart Rate_HR_Normal, Smoking_Yes",Diabetes_No,0.1308,0.8901,89.01%,0.9988
1751,"Age_Age_28_34, Blood Pressure_BP_Normal",Temperature_Temp_Normal,0.189,0.7775,77.75%,0.9988
1752,"Age_Age_28_34, Blood Pressure_BP_Normal, Smoking_No",Diabetes_No,0.1703,0.8901,89.01%,0.9988
1753,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1512,0.7411,74.11%,0.9988
1754,Heart Rate_HR_High,Blood Pressure_BP_Normal,0.1325,0.5935,59.35%,0.9988
1755,"Blood Pressure_BP_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.3253,0.6923,69.23%,0.9988
1756,"Blood Pressure_BP_Normal, Blood Type_O",Diabetes_No,0.1329,0.8901,89.01%,0.9988
1757,"Diabetes_No, Height_Height_150_160",Temperature_Temp_Normal,0.1377,0.7775,77.75%,0.9988
1758,"Diabetes_No, Gender_Female, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1242,0.6159,61.59%,0.9988
1759,"Cholesterol_Chol_Borderline, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1388,0.7907,79.07%,0.9988
1760,"Gender_Male, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.2264,0.7907,79.07%,0.9988
1761,"BMI_BMI_Overweight, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1028,0.6606,66.06%,0.9988
1762,"Cholesterol_Chol_Normal, Gender_Female, Smoking_No",Temperature_Temp_Normal,0.1885,0.7775,77.75%,0.9988
1763,Height_Height_150_160,"Diabetes_No, Heart Rate_HR_Normal",0.1319,0.6606,66.06%,0.9988
1764,Weight_Weight_80_90,Temperature_Temp_Normal,0.1275,0.7775,77.75%,0.9988
1765,"Age_Age_18_22, Gender_Male, Smoking_No",Diabetes_No,0.1004,0.89,89.0%,0.9988
1766,"Blood Pressure_BP_Normal, Gender_Male, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1193,0.5133,51.33%,0.9988
1767,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Male, Temperature_Temp_Normal",Smoking_No,0.1671,0.7907,79.07%,0.9988
1768,BMI_BMI_Normal,"Diabetes_No, Smoking_No",0.2341,0.7047,70.47%,0.9988
1769,"Blood Type_B, Cholesterol_Chol_Normal, Smoking_No",Diabetes_No,0.1083,0.89,89.0%,0.9988
1770,Blood Pressure_BP_Elevated,"Diabetes_No, Temperature_Temp_Normal",0.1368,0.6922,69.22%,0.9988
1771,"Age_Age_28_34, Diabetes_No, Smoking_No",Blood Pressure_BP_Normal,0.1703,0.5935,59.35%,0.9988
1772,"BMI_BMI_Underweight, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.1277,0.6159,61.59%,0.9988
1773,"Cholesterol_Chol_Normal, Gender_Male, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.1671,0.7047,70.47%,0.9988
1774,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal",Diabetes_No,0.3259,0.89,89.0%,0.9988
1775,"Smoking_Yes, Temperature_Temp_Normal",Diabetes_No,0.1377,0.89,89.0%,0.9987
1776,"Blood Type_B, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1372,0.6922,69.22%,0.9987
1777,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Smoking_No",Heart Rate_HR_Normal,0.1149,0.7411,74.11%,0.9987
1778,"Cholesterol_Chol_Borderline, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.1236,0.5235,52.35%,0.9987
1779,Gender_Male,"Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.2713,0.5481,54.81%,0.9987
1780,"Age_Age_28_34, Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.1288,0.6922,69.22%,0.9987
1781,"Cholesterol_Chol_Normal, Gender_Female","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.168,0.5481,54.81%,0.9987
1782,"Age_Age_23_27, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1191,0.7411,74.11%,0.9987
